"year_loc","period","ndays","start","end"
"2014-DEH1","GerEme",7,"Germination","Emergence"
"2014-GAH1","GerEme",8,"Germination","Emergence"
"2014-IAH1","GerEme",9,"Germination","Emergence"
"2014-ILH1","GerEme",6,"Germination","Emergence"
"2014-INH1","GerEme",6,"Germination","Emergence"
"2014-MNH1","GerEme",9,"Germination","Emergence"
"2014-MOH1","GerEme",7,"Germination","Emergence"
"2014-MOH2","GerEme",6,"Germination","Emergence"
"2014-NEH1","GerEme",7,"Germination","Emergence"
"2014-NEH2","GerEme",8,"Germination","Emergence"
"2014-NYH2","GerEme",8,"Germination","Emergence"
"2014-TXH1","GerEme",14,"Germination","Emergence"
"2014-TXH2","GerEme",7,"Germination","Emergence"
"2014-WIH1","GerEme",11,"Germination","Emergence"
"2015-DEH1","GerEme",8,"Germination","Emergence"
"2015-GAH1","GerEme",6,"Germination","Emergence"
"2015-ILH1","GerEme",7,"Germination","Emergence"
"2015-INH1","GerEme",8,"Germination","Emergence"
"2015-KSH1","GerEme",9,"Germination","Emergence"
"2015-MNH1","GerEme",9,"Germination","Emergence"
"2015-MOH1","GerEme",6,"Germination","Emergence"
"2015-MOH2","GerEme",7,"Germination","Emergence"
"2015-NEH2","GerEme",9,"Germination","Emergence"
"2015-NEH3","GerEme",6,"Germination","Emergence"
"2015-NYH2","GerEme",7,"Germination","Emergence"
"2015-NYH3","GerEme",6,"Germination","Emergence"
"2015-OHH1","GerEme",7,"Germination","Emergence"
"2015-SDH1","GerEme",10,"Germination","Emergence"
"2015-TXH1","GerEme",9,"Germination","Emergence"
"2015-TXH2","GerEme",7,"Germination","Emergence"
"2016-ARH1","GerEme",9,"Germination","Emergence"
"2016-ARH2","GerEme",6,"Germination","Emergence"
"2016-DEH1","GerEme",11,"Germination","Emergence"
"2016-GAH1","GerEme",8,"Germination","Emergence"
"2016-GAH2","GerEme",5,"Germination","Emergence"
"2016-IAH2","GerEme",12,"Germination","Emergence"
"2016-IAH3","GerEme",12,"Germination","Emergence"
"2016-IAH4","GerEme",12,"Germination","Emergence"
"2016-ILH1","GerEme",10,"Germination","Emergence"
"2016-INH1","GerEme",7,"Germination","Emergence"
"2016-MIH1","GerEme",6,"Germination","Emergence"
"2016-MNH1","GerEme",8,"Germination","Emergence"
"2016-MOH1","GerEme",6,"Germination","Emergence"
"2016-NEH1","GerEme",8,"Germination","Emergence"
"2016-NEH4","GerEme",5,"Germination","Emergence"
"2016-NYH1","GerEme",8,"Germination","Emergence"
"2016-NYH2","GerEme",12,"Germination","Emergence"
"2016-NYH2L","GerEme",12,"Germination","Emergence"
"2016-TXH1","GerEme",7,"Germination","Emergence"
"2016-TXH2","GerEme",6,"Germination","Emergence"
"2016-WIH1","GerEme",12,"Germination","Emergence"
"2016-WIH2","GerEme",6,"Germination","Emergence"
"2017-ARH1","GerEme",6,"Germination","Emergence"
"2017-ARH2","GerEme",7,"Germination","Emergence"
"2017-COH1","GerEme",7,"Germination","Emergence"
"2017-DEH1","GerEme",6,"Germination","Emergence"
"2017-GAH1","GerEme",8,"Germination","Emergence"
"2017-GAH2","GerEme",7,"Germination","Emergence"
"2017-IAH4","GerEme",7,"Germination","Emergence"
"2017-ILH1","GerEme",12,"Germination","Emergence"
"2017-INH1","GerEme",7,"Germination","Emergence"
"2017-MIH1","GerEme",8,"Germination","Emergence"
"2017-MNH1","GerEme",7,"Germination","Emergence"
"2017-MOH1","GerEme",6,"Germination","Emergence"
"2017-NYH1","GerEme",9,"Germination","Emergence"
"2017-NYH2","GerEme",9,"Germination","Emergence"
"2017-NYH3","GerEme",9,"Germination","Emergence"
"2017-TXH1-Dry","GerEme",7,"Germination","Emergence"
"2017-TXH1-Early","GerEme",7,"Germination","Emergence"
"2017-TXH1-Late","GerEme",6,"Germination","Emergence"
"2017-TXH2","GerEme",6,"Germination","Emergence"
"2017-WIH1","GerEme",10,"Germination","Emergence"
"2017-WIH2","GerEme",8,"Germination","Emergence"
"2018-ARH1","GerEme",7,"Germination","Emergence"
"2018-ARH2","GerEme",9,"Germination","Emergence"
"2018-DEH1","GerEme",7,"Germination","Emergence"
"2018-GAH1","GerEme",8,"Germination","Emergence"
"2018-GAH2","GerEme",6,"Germination","Emergence"
"2018-IAH2","GerEme",8,"Germination","Emergence"
"2018-IAH4","GerEme",7,"Germination","Emergence"
"2018-ILH1","GerEme",6,"Germination","Emergence"
"2018-INH1","GerEme",7,"Germination","Emergence"
"2018-MIH1","GerEme",6,"Germination","Emergence"
"2018-MNH1","GerEme",5,"Germination","Emergence"
"2018-MOH1","GerEme",6,"Germination","Emergence"
"2018-NCH1","GerEme",5,"Germination","Emergence"
"2018-NYH1","GerEme",6,"Germination","Emergence"
"2018-NYH2","GerEme",8,"Germination","Emergence"
"2018-NYH3","GerEme",8,"Germination","Emergence"
"2018-OHH1","GerEme",7,"Germination","Emergence"
"2018-SCH1","GerEme",9,"Germination","Emergence"
"2018-TXH1-Dry","GerEme",8,"Germination","Emergence"
"2018-TXH1-Early","GerEme",8,"Germination","Emergence"
"2018-TXH1-Late","GerEme",8,"Germination","Emergence"
"2018-TXH2","GerEme",6,"Germination","Emergence"
"2018-WIH1","GerEme",9,"Germination","Emergence"
"2018-WIH2","GerEme",7,"Germination","Emergence"
"2019-DEH1","GerEme",8,"Germination","Emergence"
"2019-GAH1","GerEme",6,"Germination","Emergence"
"2019-GAH2","GerEme",8,"Germination","Emergence"
"2019-IAH4","GerEme",5,"Germination","Emergence"
"2019-ILH1","GerEme",6,"Germination","Emergence"
"2019-INH1","GerEme",6,"Germination","Emergence"
"2019-MIH1","GerEme",8,"Germination","Emergence"
"2019-MNH1","GerEme",6,"Germination","Emergence"
"2019-MOH1","GerEme",7,"Germination","Emergence"
"2019-NCH1","GerEme",6,"Germination","Emergence"
"2019-NEH1","GerEme",9,"Germination","Emergence"
"2019-NEH2","GerEme",9,"Germination","Emergence"
"2019-NEH2L","GerEme",7,"Germination","Emergence"
"2019-NYH1","GerEme",8,"Germination","Emergence"
"2019-NYH2","GerEme",8,"Germination","Emergence"
"2019-NYH3","GerEme",8,"Germination","Emergence"
"2019-OHH1","GerEme",8,"Germination","Emergence"
"2019-SCH1","GerEme",6,"Germination","Emergence"
"2019-TXH1","GerEme",7,"Germination","Emergence"
"2019-TXH2","GerEme",7,"Germination","Emergence"
"2019-TXH3","GerEme",7,"Germination","Emergence"
"2019-WIH1","GerEme",11,"Germination","Emergence"
"2019-WIH2","GerEme",7,"Germination","Emergence"
"2020-DEH1","GerEme",8,"Germination","Emergence"
"2020-GAH1","GerEme",7,"Germination","Emergence"
"2020-GAH2","GerEme",9,"Germination","Emergence"
"2020-INH1","GerEme",8,"Germination","Emergence"
"2020-MIH1","GerEme",8,"Germination","Emergence"
"2020-MNH1","GerEme",9,"Germination","Emergence"
"2020-MOH1","GerEme",5,"Germination","Emergence"
"2020-NEH1","GerEme",8,"Germination","Emergence"
"2020-NEH2","GerEme",8,"Germination","Emergence"
"2020-NEH3","GerEme",11,"Germination","Emergence"
"2020-NYH1","GerEme",6,"Germination","Emergence"
"2020-NYH2","GerEme",6,"Germination","Emergence"
"2020-NYH3","GerEme",6,"Germination","Emergence"
"2020-OHH1","GerEme",6,"Germination","Emergence"
"2020-SCH1","GerEme",7,"Germination","Emergence"
"2020-TXH1","GerEme",5,"Germination","Emergence"
"2020-TXH2","GerEme",5,"Germination","Emergence"
"2020-TXH3","GerEme",7,"Germination","Emergence"
"2020-WIH1","GerEme",14,"Germination","Emergence"
"2020-WIH2","GerEme",10,"Germination","Emergence"
"2020-WIH3","GerEme",6,"Germination","Emergence"
"2021-COH1","GerEme",9,"Germination","Emergence"
"2021-DEH1","GerEme",7,"Germination","Emergence"
"2021-GAH1","GerEme",9,"Germination","Emergence"
"2021-GAH2","GerEme",9,"Germination","Emergence"
"2021-IAH4","GerEme",8,"Germination","Emergence"
"2021-ILH1","GerEme",9,"Germination","Emergence"
"2021-INH1","GerEme",8,"Germination","Emergence"
"2021-MIH1","GerEme",8,"Germination","Emergence"
"2021-MNH1","GerEme",7,"Germination","Emergence"
"2021-NEH1","GerEme",10,"Germination","Emergence"
"2021-NEH2","GerEme",9,"Germination","Emergence"
"2021-NEH3","GerEme",7,"Germination","Emergence"
"2021-NYH1","GerEme",6,"Germination","Emergence"
"2021-NYH2","GerEme",6,"Germination","Emergence"
"2021-NYH3","GerEme",6,"Germination","Emergence"
"2021-SCH1","GerEme",9,"Germination","Emergence"
"2021-SCH1L","GerEme",7,"Germination","Emergence"
"2021-TXH1","GerEme",6,"Germination","Emergence"
"2021-TXH2","GerEme",6,"Germination","Emergence"
"2021-TXH3","GerEme",7,"Germination","Emergence"
"2021-WIH1","GerEme",10,"Germination","Emergence"
"2021-WIH2","GerEme",9,"Germination","Emergence"
"2021-WIH3","GerEme",13,"Germination","Emergence"
"2022-DEH1","GerEme",10,"Germination","Emergence"
"2022-GAH1","GerEme",8,"Germination","Emergence"
"2022-GAH2","GerEme",8,"Germination","Emergence"
"2022-IAH2","GerEme",11,"Germination","Emergence"
"2022-IAH3","GerEme",14,"Germination","Emergence"
"2022-IAH4","GerEme",11,"Germination","Emergence"
"2022-ILH1","GerEme",6,"Germination","Emergence"
"2022-INH1","GerEme",7,"Germination","Emergence"
"2022-MIH1","GerEme",9,"Germination","Emergence"
"2022-MNH1","GerEme",10,"Germination","Emergence"
"2022-MOH2","GerEme",5,"Germination","Emergence"
"2022-NEH1","GerEme",5,"Germination","Emergence"
"2022-NEH2","GerEme",6,"Germination","Emergence"
"2022-NEH3","GerEme",6,"Germination","Emergence"
"2022-NYH2","GerEme",8,"Germination","Emergence"
"2022-NYH3","GerEme",8,"Germination","Emergence"
"2022-OHH1","GerEme",7,"Germination","Emergence"
"2022-SCH1","GerEme",9,"Germination","Emergence"
"2022-TXH1","GerEme",8,"Germination","Emergence"
"2022-TXH2","GerEme",8,"Germination","Emergence"
"2022-TXH3","GerEme",7,"Germination","Emergence"
"2022-WIH1","GerEme",5,"Germination","Emergence"
"2022-WIH2","GerEme",8,"Germination","Emergence"
"2022-WIH3","GerEme",11,"Germination","Emergence"
"2014-DEH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2014-GAH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2014-IAH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2014-ILH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2014-INH1","EmeEnJ",25,"Emergence","EndJuvenile"
"2014-MNH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2014-MOH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2014-MOH2","EmeEnJ",17,"Emergence","EndJuvenile"
"2014-NEH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2014-NEH2","EmeEnJ",24,"Emergence","EndJuvenile"
"2014-NYH2","EmeEnJ",17,"Emergence","EndJuvenile"
"2014-TXH1","EmeEnJ",24,"Emergence","EndJuvenile"
"2014-TXH2","EmeEnJ",10,"Emergence","EndJuvenile"
"2014-WIH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-DEH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-GAH1","EmeEnJ",11,"Emergence","EndJuvenile"
"2015-ILH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-INH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-KSH1","EmeEnJ",32,"Emergence","EndJuvenile"
"2015-MNH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-MOH1","EmeEnJ",27,"Emergence","EndJuvenile"
"2015-MOH2","EmeEnJ",24,"Emergence","EndJuvenile"
"2015-NEH2","EmeEnJ",38,"Emergence","EndJuvenile"
"2015-NEH3","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-NYH2","EmeEnJ",22,"Emergence","EndJuvenile"
"2015-NYH3","EmeEnJ",20,"Emergence","EndJuvenile"
"2015-OHH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2015-SDH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-TXH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2015-TXH2","EmeEnJ",26,"Emergence","EndJuvenile"
"2016-ARH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2016-ARH2","EmeEnJ",21,"Emergence","EndJuvenile"
"2016-DEH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2016-GAH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2016-GAH2","EmeEnJ",15,"Emergence","EndJuvenile"
"2016-IAH2","EmeEnJ",23,"Emergence","EndJuvenile"
"2016-IAH3","EmeEnJ",25,"Emergence","EndJuvenile"
"2016-IAH4","EmeEnJ",23,"Emergence","EndJuvenile"
"2016-ILH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2016-INH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2016-MIH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2016-MNH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2016-MOH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2016-NEH1","EmeEnJ",12,"Emergence","EndJuvenile"
"2016-NEH4","EmeEnJ",13,"Emergence","EndJuvenile"
"2016-NYH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2016-NYH2","EmeEnJ",16,"Emergence","EndJuvenile"
"2016-NYH2L","EmeEnJ",16,"Emergence","EndJuvenile"
"2016-TXH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2016-TXH2","EmeEnJ",26,"Emergence","EndJuvenile"
"2016-WIH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2016-WIH2","EmeEnJ",15,"Emergence","EndJuvenile"
"2017-ARH1","EmeEnJ",22,"Emergence","EndJuvenile"
"2017-ARH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2017-COH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2017-DEH1","EmeEnJ",22,"Emergence","EndJuvenile"
"2017-GAH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2017-GAH2","EmeEnJ",13,"Emergence","EndJuvenile"
"2017-IAH4","EmeEnJ",22,"Emergence","EndJuvenile"
"2017-ILH1","EmeEnJ",23,"Emergence","EndJuvenile"
"2017-INH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2017-MIH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2017-MNH1","EmeEnJ",22,"Emergence","EndJuvenile"
"2017-MOH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2017-NYH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2017-NYH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2017-NYH3","EmeEnJ",21,"Emergence","EndJuvenile"
"2017-TXH1-Dry","EmeEnJ",17,"Emergence","EndJuvenile"
"2017-TXH1-Early","EmeEnJ",17,"Emergence","EndJuvenile"
"2017-TXH1-Late","EmeEnJ",16,"Emergence","EndJuvenile"
"2017-TXH2","EmeEnJ",23,"Emergence","EndJuvenile"
"2017-WIH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2017-WIH2","EmeEnJ",22,"Emergence","EndJuvenile"
"2018-ARH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2018-ARH2","EmeEnJ",21,"Emergence","EndJuvenile"
"2018-DEH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2018-GAH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-GAH2","EmeEnJ",14,"Emergence","EndJuvenile"
"2018-IAH2","EmeEnJ",21,"Emergence","EndJuvenile"
"2018-IAH4","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-ILH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2018-INH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2018-MIH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-MNH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-MOH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-NCH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2018-NYH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2018-NYH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2018-NYH3","EmeEnJ",22,"Emergence","EndJuvenile"
"2018-OHH1","EmeEnJ",11,"Emergence","EndJuvenile"
"2018-SCH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2018-TXH1-Dry","EmeEnJ",18,"Emergence","EndJuvenile"
"2018-TXH1-Early","EmeEnJ",18,"Emergence","EndJuvenile"
"2018-TXH1-Late","EmeEnJ",20,"Emergence","EndJuvenile"
"2018-TXH2","EmeEnJ",14,"Emergence","EndJuvenile"
"2018-WIH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2018-WIH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2019-DEH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2019-GAH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2019-GAH2","EmeEnJ",19,"Emergence","EndJuvenile"
"2019-IAH4","EmeEnJ",19,"Emergence","EndJuvenile"
"2019-ILH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2019-INH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2019-MIH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2019-MNH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2019-MOH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2019-NCH1","EmeEnJ",13,"Emergence","EndJuvenile"
"2019-NEH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2019-NEH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2019-NEH2L","EmeEnJ",14,"Emergence","EndJuvenile"
"2019-NYH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2019-NYH2","EmeEnJ",21,"Emergence","EndJuvenile"
"2019-NYH3","EmeEnJ",25,"Emergence","EndJuvenile"
"2019-OHH1","EmeEnJ",13,"Emergence","EndJuvenile"
"2019-SCH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2019-TXH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2019-TXH2","EmeEnJ",22,"Emergence","EndJuvenile"
"2019-TXH3","EmeEnJ",22,"Emergence","EndJuvenile"
"2019-WIH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2019-WIH2","EmeEnJ",19,"Emergence","EndJuvenile"
"2020-DEH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2020-GAH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2020-GAH2","EmeEnJ",16,"Emergence","EndJuvenile"
"2020-INH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2020-MIH1","EmeEnJ",11,"Emergence","EndJuvenile"
"2020-MNH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2020-MOH1","EmeEnJ",14,"Emergence","EndJuvenile"
"2020-NEH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2020-NEH2","EmeEnJ",23,"Emergence","EndJuvenile"
"2020-NEH3","EmeEnJ",22,"Emergence","EndJuvenile"
"2020-NYH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2020-NYH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2020-NYH3","EmeEnJ",19,"Emergence","EndJuvenile"
"2020-OHH1","EmeEnJ",13,"Emergence","EndJuvenile"
"2020-SCH1","EmeEnJ",15,"Emergence","EndJuvenile"
"2020-TXH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2020-TXH2","EmeEnJ",19,"Emergence","EndJuvenile"
"2020-TXH3","EmeEnJ",17,"Emergence","EndJuvenile"
"2020-WIH1","EmeEnJ",16,"Emergence","EndJuvenile"
"2020-WIH2","EmeEnJ",17,"Emergence","EndJuvenile"
"2020-WIH3","EmeEnJ",15,"Emergence","EndJuvenile"
"2021-COH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2021-DEH1","EmeEnJ",22,"Emergence","EndJuvenile"
"2021-GAH1","EmeEnJ",13,"Emergence","EndJuvenile"
"2021-GAH2","EmeEnJ",19,"Emergence","EndJuvenile"
"2021-IAH4","EmeEnJ",29,"Emergence","EndJuvenile"
"2021-ILH1","EmeEnJ",21,"Emergence","EndJuvenile"
"2021-INH1","EmeEnJ",11,"Emergence","EndJuvenile"
"2021-MIH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-MNH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2021-NEH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2021-NEH2","EmeEnJ",23,"Emergence","EndJuvenile"
"2021-NEH3","EmeEnJ",17,"Emergence","EndJuvenile"
"2021-NYH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2021-NYH2","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-NYH3","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-SCH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-SCH1L","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-TXH1","EmeEnJ",23,"Emergence","EndJuvenile"
"2021-TXH2","EmeEnJ",23,"Emergence","EndJuvenile"
"2021-TXH3","EmeEnJ",14,"Emergence","EndJuvenile"
"2021-WIH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2021-WIH2","EmeEnJ",14,"Emergence","EndJuvenile"
"2021-WIH3","EmeEnJ",21,"Emergence","EndJuvenile"
"2022-DEH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2022-GAH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2022-GAH2","EmeEnJ",20,"Emergence","EndJuvenile"
"2022-IAH2","EmeEnJ",20,"Emergence","EndJuvenile"
"2022-IAH3","EmeEnJ",24,"Emergence","EndJuvenile"
"2022-IAH4","EmeEnJ",22,"Emergence","EndJuvenile"
"2022-ILH1","EmeEnJ",22,"Emergence","EndJuvenile"
"2022-INH1","EmeEnJ",13,"Emergence","EndJuvenile"
"2022-MIH1","EmeEnJ",17,"Emergence","EndJuvenile"
"2022-MNH1","EmeEnJ",20,"Emergence","EndJuvenile"
"2022-MOH2","EmeEnJ",14,"Emergence","EndJuvenile"
"2022-NEH1","EmeEnJ",23,"Emergence","EndJuvenile"
"2022-NEH2","EmeEnJ",28,"Emergence","EndJuvenile"
"2022-NEH3","EmeEnJ",28,"Emergence","EndJuvenile"
"2022-NYH2","EmeEnJ",15,"Emergence","EndJuvenile"
"2022-NYH3","EmeEnJ",15,"Emergence","EndJuvenile"
"2022-OHH1","EmeEnJ",10,"Emergence","EndJuvenile"
"2022-SCH1","EmeEnJ",18,"Emergence","EndJuvenile"
"2022-TXH1","EmeEnJ",24,"Emergence","EndJuvenile"
"2022-TXH2","EmeEnJ",24,"Emergence","EndJuvenile"
"2022-TXH3","EmeEnJ",26,"Emergence","EndJuvenile"
"2022-WIH1","EmeEnJ",19,"Emergence","EndJuvenile"
"2022-WIH2","EmeEnJ",16,"Emergence","EndJuvenile"
"2022-WIH3","EmeEnJ",20,"Emergence","EndJuvenile"
"2014-DEH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-GAH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-IAH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2014-ILH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-INH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-MNH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-MOH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-MOH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-NEH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-NEH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-NYH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-TXH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-TXH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2014-WIH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-DEH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-GAH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-ILH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-INH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-KSH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-MNH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2015-MOH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-MOH2","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2015-NEH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-NEH3","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-NYH2","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2015-NYH3","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-OHH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-SDH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-TXH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2015-TXH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-ARH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-ARH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-DEH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2016-GAH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-GAH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-IAH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-IAH3","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-IAH4","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-ILH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-INH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-MIH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-MNH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-MOH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-NEH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-NEH4","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-NYH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2016-NYH2","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2016-NYH2L","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-TXH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-TXH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2016-WIH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2016-WIH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-ARH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2017-ARH2","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2017-COH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-DEH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-GAH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-GAH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-IAH4","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-ILH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2017-INH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2017-MIH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-MNH1","EnJFlo",2,"EndJuvenile","FloralInitiation"
"2017-MOH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-NYH1","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-NYH2","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-NYH3","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-TXH1-Dry","EnJFlo",1,"EndJuvenile","FloralInitiation"
"2017-TXH1-Early","EnJFlo",1,"EndJuvenile","FloralInitiation"
