"year_loc","period","ndays","start","end"
"2019-NYH2","FlaFlw",5,"FlagLeaf","Flowering"
"2019-NYH3","FlaFlw",5,"FlagLeaf","Flowering"
"2019-OHH1","FlaFlw",5,"FlagLeaf","Flowering"
"2019-SCH1","FlaFlw",4,"FlagLeaf","Flowering"
"2019-TXH1","FlaFlw",4,"FlagLeaf","Flowering"
"2019-TXH2","FlaFlw",4,"FlagLeaf","Flowering"
"2019-TXH3","FlaFlw",4,"FlagLeaf","Flowering"
"2019-WIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2019-WIH2","FlaFlw",5,"FlagLeaf","Flowering"
"2020-DEH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-GAH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-GAH2","FlaFlw",4,"FlagLeaf","Flowering"
"2020-INH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-MIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-MNH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-MOH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-NEH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-NEH2","FlaFlw",4,"FlagLeaf","Flowering"
"2020-NEH3","FlaFlw",5,"FlagLeaf","Flowering"
"2020-NYH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-NYH2","FlaFlw",5,"FlagLeaf","Flowering"
"2020-NYH3","FlaFlw",5,"FlagLeaf","Flowering"
"2020-OHH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-SCH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-TXH1","FlaFlw",4,"FlagLeaf","Flowering"
"2020-TXH2","FlaFlw",5,"FlagLeaf","Flowering"
"2020-TXH3","FlaFlw",4,"FlagLeaf","Flowering"
"2020-WIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2020-WIH2","FlaFlw",5,"FlagLeaf","Flowering"
"2020-WIH3","FlaFlw",6,"FlagLeaf","Flowering"
"2021-COH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-DEH1","FlaFlw",4,"FlagLeaf","Flowering"
"2021-GAH1","FlaFlw",4,"FlagLeaf","Flowering"
"2021-GAH2","FlaFlw",4,"FlagLeaf","Flowering"
"2021-IAH4","FlaFlw",5,"FlagLeaf","Flowering"
"2021-ILH1","FlaFlw",4,"FlagLeaf","Flowering"
"2021-INH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-MIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-MNH1","FlaFlw",4,"FlagLeaf","Flowering"
"2021-NEH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-NEH2","FlaFlw",4,"FlagLeaf","Flowering"
"2021-NEH3","FlaFlw",4,"FlagLeaf","Flowering"
"2021-NYH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-NYH2","FlaFlw",5,"FlagLeaf","Flowering"
"2021-NYH3","FlaFlw",5,"FlagLeaf","Flowering"
"2021-SCH1","FlaFlw",4,"FlagLeaf","Flowering"
"2021-SCH1L","FlaFlw",5,"FlagLeaf","Flowering"
"2021-TXH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-TXH2","FlaFlw",5,"FlagLeaf","Flowering"
"2021-TXH3","FlaFlw",4,"FlagLeaf","Flowering"
"2021-WIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2021-WIH2","FlaFlw",4,"FlagLeaf","Flowering"
"2021-WIH3","FlaFlw",5,"FlagLeaf","Flowering"
"2022-DEH1","FlaFlw",4,"FlagLeaf","Flowering"
"2022-GAH1","FlaFlw",4,"FlagLeaf","Flowering"
"2022-GAH2","FlaFlw",4,"FlagLeaf","Flowering"
"2022-IAH2","FlaFlw",5,"FlagLeaf","Flowering"
"2022-IAH3","FlaFlw",5,"FlagLeaf","Flowering"
"2022-IAH4","FlaFlw",5,"FlagLeaf","Flowering"
"2022-ILH1","FlaFlw",5,"FlagLeaf","Flowering"
"2022-INH1","FlaFlw",5,"FlagLeaf","Flowering"
"2022-MIH1","FlaFlw",6,"FlagLeaf","Flowering"
"2022-MNH1","FlaFlw",4,"FlagLeaf","Flowering"
"2022-MOH2","FlaFlw",5,"FlagLeaf","Flowering"
"2022-NEH1","FlaFlw",4,"FlagLeaf","Flowering"
"2022-NEH2","FlaFlw",4,"FlagLeaf","Flowering"
"2022-NEH3","FlaFlw",4,"FlagLeaf","Flowering"
"2022-NYH2","FlaFlw",5,"FlagLeaf","Flowering"
"2022-NYH3","FlaFlw",5,"FlagLeaf","Flowering"
"2022-OHH1","FlaFlw",5,"FlagLeaf","Flowering"
"2022-SCH1","FlaFlw",4,"FlagLeaf","Flowering"
"2022-TXH1","FlaFlw",5,"FlagLeaf","Flowering"
"2022-TXH2","FlaFlw",5,"FlagLeaf","Flowering"
"2022-TXH3","FlaFlw",4,"FlagLeaf","Flowering"
"2022-WIH1","FlaFlw",5,"FlagLeaf","Flowering"
"2022-WIH2","FlaFlw",5,"FlagLeaf","Flowering"
"2022-WIH3","FlaFlw",5,"FlagLeaf","Flowering"
"2014-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2014-GAH1","FlwStG",7,"Flowering","StartGrainFill"
"2014-IAH1","FlwStG",10,"Flowering","StartGrainFill"
"2014-ILH1","FlwStG",11,"Flowering","StartGrainFill"
"2014-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2014-MNH1","FlwStG",10,"Flowering","StartGrainFill"
"2014-MOH1","FlwStG",8,"Flowering","StartGrainFill"
"2014-MOH2","FlwStG",8,"Flowering","StartGrainFill"
"2014-NEH1","FlwStG",9,"Flowering","StartGrainFill"
"2014-NEH2","FlwStG",8,"Flowering","StartGrainFill"
"2014-NYH2","FlwStG",12,"Flowering","StartGrainFill"
"2014-TXH1","FlwStG",8,"Flowering","StartGrainFill"
"2014-TXH2","FlwStG",8,"Flowering","StartGrainFill"
"2014-WIH1","FlwStG",11,"Flowering","StartGrainFill"
"2015-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-GAH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-ILH1","FlwStG",10,"Flowering","StartGrainFill"
"2015-INH1","FlwStG",9,"Flowering","StartGrainFill"
"2015-KSH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-MNH1","FlwStG",9,"Flowering","StartGrainFill"
"2015-MOH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-MOH2","FlwStG",8,"Flowering","StartGrainFill"
"2015-NEH2","FlwStG",8,"Flowering","StartGrainFill"
"2015-NEH3","FlwStG",8,"Flowering","StartGrainFill"
"2015-NYH2","FlwStG",8,"Flowering","StartGrainFill"
"2015-NYH3","FlwStG",11,"Flowering","StartGrainFill"
"2015-OHH1","FlwStG",9,"Flowering","StartGrainFill"
"2015-SDH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-TXH1","FlwStG",8,"Flowering","StartGrainFill"
"2015-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2016-ARH1","FlwStG",7,"Flowering","StartGrainFill"
"2016-ARH2","FlwStG",8,"Flowering","StartGrainFill"
"2016-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2016-GAH1","FlwStG",7,"Flowering","StartGrainFill"
"2016-GAH2","FlwStG",7,"Flowering","StartGrainFill"
"2016-IAH2","FlwStG",9,"Flowering","StartGrainFill"
"2016-IAH3","FlwStG",8,"Flowering","StartGrainFill"
"2016-IAH4","FlwStG",9,"Flowering","StartGrainFill"
"2016-ILH1","FlwStG",8,"Flowering","StartGrainFill"
"2016-INH1","FlwStG",7,"Flowering","StartGrainFill"
"2016-MIH1","FlwStG",8,"Flowering","StartGrainFill"
"2016-MNH1","FlwStG",9,"Flowering","StartGrainFill"
"2016-MOH1","FlwStG",7,"Flowering","StartGrainFill"
"2016-NEH1","FlwStG",9,"Flowering","StartGrainFill"
"2016-NEH4","FlwStG",8,"Flowering","StartGrainFill"
"2016-NYH1","FlwStG",9,"Flowering","StartGrainFill"
"2016-NYH2","FlwStG",8,"Flowering","StartGrainFill"
"2016-NYH2L","FlwStG",8,"Flowering","StartGrainFill"
"2016-TXH1","FlwStG",9,"Flowering","StartGrainFill"
"2016-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2016-WIH1","FlwStG",8,"Flowering","StartGrainFill"
"2016-WIH2","FlwStG",9,"Flowering","StartGrainFill"
"2017-ARH1","FlwStG",8,"Flowering","StartGrainFill"
"2017-ARH2","FlwStG",7,"Flowering","StartGrainFill"
"2017-COH1","FlwStG",10,"Flowering","StartGrainFill"
"2017-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2017-GAH1","FlwStG",9,"Flowering","StartGrainFill"
"2017-GAH2","FlwStG",8,"Flowering","StartGrainFill"
"2017-IAH4","FlwStG",6,"Flowering","StartGrainFill"
"2017-ILH1","FlwStG",8,"Flowering","StartGrainFill"
"2017-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2017-MIH1","FlwStG",9,"Flowering","StartGrainFill"
"2017-MNH1","FlwStG",10,"Flowering","StartGrainFill"
"2017-MOH1","FlwStG",7,"Flowering","StartGrainFill"
"2017-NYH1","FlwStG",10,"Flowering","StartGrainFill"
"2017-NYH2","FlwStG",10,"Flowering","StartGrainFill"
"2017-NYH3","FlwStG",11,"Flowering","StartGrainFill"
"2017-TXH1-Dry","FlwStG",8,"Flowering","StartGrainFill"
"2017-TXH1-Early","FlwStG",8,"Flowering","StartGrainFill"
"2017-TXH1-Late","FlwStG",8,"Flowering","StartGrainFill"
"2017-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2017-WIH1","FlwStG",9,"Flowering","StartGrainFill"
"2017-WIH2","FlwStG",11,"Flowering","StartGrainFill"
"2018-ARH1","FlwStG",7,"Flowering","StartGrainFill"
"2018-ARH2","FlwStG",7,"Flowering","StartGrainFill"
"2018-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2018-GAH1","FlwStG",9,"Flowering","StartGrainFill"
"2018-GAH2","FlwStG",7,"Flowering","StartGrainFill"
"2018-IAH2","FlwStG",8,"Flowering","StartGrainFill"
"2018-IAH4","FlwStG",9,"Flowering","StartGrainFill"
"2018-ILH1","FlwStG",9,"Flowering","StartGrainFill"
"2018-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2018-MIH1","FlwStG",10,"Flowering","StartGrainFill"
"2018-MNH1","FlwStG",11,"Flowering","StartGrainFill"
"2018-MOH1","FlwStG",7,"Flowering","StartGrainFill"
"2018-NCH1","FlwStG",7,"Flowering","StartGrainFill"
"2018-NYH1","FlwStG",10,"Flowering","StartGrainFill"
"2018-NYH2","FlwStG",10,"Flowering","StartGrainFill"
"2018-NYH3","FlwStG",9,"Flowering","StartGrainFill"
"2018-OHH1","FlwStG",9,"Flowering","StartGrainFill"
"2018-SCH1","FlwStG",7,"Flowering","StartGrainFill"
"2018-TXH1-Dry","FlwStG",8,"Flowering","StartGrainFill"
"2018-TXH1-Early","FlwStG",8,"Flowering","StartGrainFill"
"2018-TXH1-Late","FlwStG",7,"Flowering","StartGrainFill"
"2018-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2018-WIH1","FlwStG",9,"Flowering","StartGrainFill"
"2018-WIH2","FlwStG",11,"Flowering","StartGrainFill"
"2019-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2019-GAH1","FlwStG",7,"Flowering","StartGrainFill"
"2019-GAH2","FlwStG",7,"Flowering","StartGrainFill"
"2019-IAH4","FlwStG",9,"Flowering","StartGrainFill"
"2019-ILH1","FlwStG",9,"Flowering","StartGrainFill"
"2019-INH1","FlwStG",9,"Flowering","StartGrainFill"
"2019-MIH1","FlwStG",10,"Flowering","StartGrainFill"
"2019-MNH1","FlwStG",10,"Flowering","StartGrainFill"
"2019-MOH1","FlwStG",8,"Flowering","StartGrainFill"
"2019-NCH1","FlwStG",7,"Flowering","StartGrainFill"
"2019-NEH1","FlwStG",9,"Flowering","StartGrainFill"
"2019-NEH2","FlwStG",9,"Flowering","StartGrainFill"
"2019-NEH2L","FlwStG",8,"Flowering","StartGrainFill"
"2019-NYH1","FlwStG",10,"Flowering","StartGrainFill"
"2019-NYH2","FlwStG",9,"Flowering","StartGrainFill"
"2019-NYH3","FlwStG",10,"Flowering","StartGrainFill"
"2019-OHH1","FlwStG",9,"Flowering","StartGrainFill"
"2019-SCH1","FlwStG",7,"Flowering","StartGrainFill"
"2019-TXH1","FlwStG",7,"Flowering","StartGrainFill"
"2019-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2019-TXH3","FlwStG",7,"Flowering","StartGrainFill"
"2019-WIH1","FlwStG",10,"Flowering","StartGrainFill"
"2019-WIH2","FlwStG",11,"Flowering","StartGrainFill"
"2020-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-GAH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-GAH2","FlwStG",7,"Flowering","StartGrainFill"
"2020-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-MIH1","FlwStG",9,"Flowering","StartGrainFill"
"2020-MNH1","FlwStG",9,"Flowering","StartGrainFill"
"2020-MOH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-NEH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-NEH2","FlwStG",9,"Flowering","StartGrainFill"
"2020-NEH3","FlwStG",7,"Flowering","StartGrainFill"
"2020-NYH1","FlwStG",9,"Flowering","StartGrainFill"
"2020-NYH2","FlwStG",8,"Flowering","StartGrainFill"
"2020-NYH3","FlwStG",8,"Flowering","StartGrainFill"
"2020-OHH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-SCH1","FlwStG",7,"Flowering","StartGrainFill"
"2020-TXH1","FlwStG",8,"Flowering","StartGrainFill"
"2020-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2020-TXH3","FlwStG",7,"Flowering","StartGrainFill"
"2020-WIH1","FlwStG",9,"Flowering","StartGrainFill"
"2020-WIH2","FlwStG",9,"Flowering","StartGrainFill"
"2020-WIH3","FlwStG",9,"Flowering","StartGrainFill"
"2021-COH1","FlwStG",9,"Flowering","StartGrainFill"
"2021-DEH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-GAH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-GAH2","FlwStG",9,"Flowering","StartGrainFill"
"2021-IAH4","FlwStG",9,"Flowering","StartGrainFill"
"2021-ILH1","FlwStG",10,"Flowering","StartGrainFill"
"2021-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-MIH1","FlwStG",10,"Flowering","StartGrainFill"
"2021-MNH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-NEH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-NEH2","FlwStG",8,"Flowering","StartGrainFill"
"2021-NEH3","FlwStG",8,"Flowering","StartGrainFill"
"2021-NYH1","FlwStG",11,"Flowering","StartGrainFill"
"2021-NYH2","FlwStG",11,"Flowering","StartGrainFill"
"2021-NYH3","FlwStG",11,"Flowering","StartGrainFill"
"2021-SCH1","FlwStG",9,"Flowering","StartGrainFill"
"2021-SCH1L","FlwStG",7,"Flowering","StartGrainFill"
"2021-TXH1","FlwStG",8,"Flowering","StartGrainFill"
"2021-TXH2","FlwStG",8,"Flowering","StartGrainFill"
"2021-TXH3","FlwStG",7,"Flowering","StartGrainFill"
"2021-WIH1","FlwStG",9,"Flowering","StartGrainFill"
"2021-WIH2","FlwStG",10,"Flowering","StartGrainFill"
"2021-WIH3","FlwStG",10,"Flowering","StartGrainFill"
"2022-DEH1","FlwStG",9,"Flowering","StartGrainFill"
"2022-GAH1","FlwStG",7,"Flowering","StartGrainFill"
"2022-GAH2","FlwStG",8,"Flowering","StartGrainFill"
"2022-IAH2","FlwStG",8,"Flowering","StartGrainFill"
"2022-IAH3","FlwStG",8,"Flowering","StartGrainFill"
"2022-IAH4","FlwStG",8,"Flowering","StartGrainFill"
"2022-ILH1","FlwStG",8,"Flowering","StartGrainFill"
"2022-INH1","FlwStG",8,"Flowering","StartGrainFill"
"2022-MIH1","FlwStG",9,"Flowering","StartGrainFill"
"2022-MNH1","FlwStG",10,"Flowering","StartGrainFill"
"2022-MOH2","FlwStG",7,"Flowering","StartGrainFill"
"2022-NEH1","FlwStG",8,"Flowering","StartGrainFill"
"2022-NEH2","FlwStG",9,"Flowering","StartGrainFill"
"2022-NEH3","FlwStG",9,"Flowering","StartGrainFill"
"2022-NYH2","FlwStG",9,"Flowering","StartGrainFill"
"2022-NYH3","FlwStG",9,"Flowering","StartGrainFill"
"2022-OHH1","FlwStG",9,"Flowering","StartGrainFill"
"2022-SCH1","FlwStG",8,"Flowering","StartGrainFill"
"2022-TXH1","FlwStG",7,"Flowering","StartGrainFill"
"2022-TXH2","FlwStG",7,"Flowering","StartGrainFill"
"2022-TXH3","FlwStG",7,"Flowering","StartGrainFill"
"2022-WIH1","FlwStG",9,"Flowering","StartGrainFill"
"2022-WIH2","FlwStG",11,"Flowering","StartGrainFill"
"2022-WIH3","FlwStG",10,"Flowering","StartGrainFill"
"2014-DEH1","StGEnG",33,"StartGrainFill","EndGrainFill"
"2014-GAH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2014-IAH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2014-ILH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2014-INH1","StGEnG",73,"StartGrainFill","EndGrainFill"
"2014-MNH1","StGEnG",42,"StartGrainFill","EndGrainFill"
"2014-MOH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2014-MOH2","StGEnG",30,"StartGrainFill","EndGrainFill"
"2014-NEH1","StGEnG",30,"StartGrainFill","EndGrainFill"
"2014-NEH2","StGEnG",43,"StartGrainFill","EndGrainFill"
"2014-NYH2","StGEnG",45,"StartGrainFill","EndGrainFill"
"2014-TXH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2014-TXH2","StGEnG",27,"StartGrainFill","EndGrainFill"
"2014-WIH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2015-DEH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2015-GAH1","StGEnG",23,"StartGrainFill","EndGrainFill"
"2015-ILH1","StGEnG",32,"StartGrainFill","EndGrainFill"
"2015-INH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2015-KSH1","StGEnG",36,"StartGrainFill","EndGrainFill"
"2015-MNH1","StGEnG",40,"StartGrainFill","EndGrainFill"
"2015-MOH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2015-MOH2","StGEnG",35,"StartGrainFill","EndGrainFill"
"2015-NEH2","StGEnG",40,"StartGrainFill","EndGrainFill"
"2015-NEH3","StGEnG",38,"StartGrainFill","EndGrainFill"
"2015-NYH2","StGEnG",38,"StartGrainFill","EndGrainFill"
"2015-NYH3","StGEnG",37,"StartGrainFill","EndGrainFill"
"2015-OHH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2015-SDH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2015-TXH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2015-TXH2","StGEnG",36,"StartGrainFill","EndGrainFill"
"2016-ARH1","StGEnG",27,"StartGrainFill","EndGrainFill"
"2016-ARH2","StGEnG",26,"StartGrainFill","EndGrainFill"
"2016-DEH1","StGEnG",27,"StartGrainFill","EndGrainFill"
"2016-GAH1","StGEnG",26,"StartGrainFill","EndGrainFill"
"2016-GAH2","StGEnG",28,"StartGrainFill","EndGrainFill"
"2016-IAH2","StGEnG",34,"StartGrainFill","EndGrainFill"
"2016-IAH3","StGEnG",36,"StartGrainFill","EndGrainFill"
"2016-IAH4","StGEnG",34,"StartGrainFill","EndGrainFill"
"2016-ILH1","StGEnG",30,"StartGrainFill","EndGrainFill"
"2016-INH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2016-MIH1","StGEnG",32,"StartGrainFill","EndGrainFill"
"2016-MNH1","StGEnG",41,"StartGrainFill","EndGrainFill"
"2016-MOH1","StGEnG",33,"StartGrainFill","EndGrainFill"
"2016-NEH1","StGEnG",24,"StartGrainFill","EndGrainFill"
"2016-NEH4","StGEnG",34,"StartGrainFill","EndGrainFill"
"2016-NYH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2016-NYH2","StGEnG",32,"StartGrainFill","EndGrainFill"
"2016-NYH2L","StGEnG",31,"StartGrainFill","EndGrainFill"
"2016-TXH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2016-TXH2","StGEnG",34,"StartGrainFill","EndGrainFill"
"2016-WIH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2016-WIH2","StGEnG",33,"StartGrainFill","EndGrainFill"
"2017-ARH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2017-ARH2","StGEnG",28,"StartGrainFill","EndGrainFill"
"2017-COH1","StGEnG",50,"StartGrainFill","EndGrainFill"
"2017-DEH1","StGEnG",28,"StartGrainFill","EndGrainFill"
"2017-GAH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2017-GAH2","StGEnG",27,"StartGrainFill","EndGrainFill"
"2017-IAH4","StGEnG",35,"StartGrainFill","EndGrainFill"
"2017-ILH1","StGEnG",36,"StartGrainFill","EndGrainFill"
"2017-INH1","StGEnG",36,"StartGrainFill","EndGrainFill"
"2017-MIH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2017-MNH1","StGEnG",44,"StartGrainFill","EndGrainFill"
"2017-MOH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2017-NYH1","StGEnG",43,"StartGrainFill","EndGrainFill"
"2017-NYH2","StGEnG",43,"StartGrainFill","EndGrainFill"
"2017-NYH3","StGEnG",44,"StartGrainFill","EndGrainFill"
"2017-TXH1-Dry","StGEnG",28,"StartGrainFill","EndGrainFill"
"2017-TXH1-Early","StGEnG",28,"StartGrainFill","EndGrainFill"
"2017-TXH1-Late","StGEnG",26,"StartGrainFill","EndGrainFill"
"2017-TXH2","StGEnG",34,"StartGrainFill","EndGrainFill"
"2017-WIH1","StGEnG",44,"StartGrainFill","EndGrainFill"
"2017-WIH2","StGEnG",46,"StartGrainFill","EndGrainFill"
"2018-ARH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2018-ARH2","StGEnG",31,"StartGrainFill","EndGrainFill"
"2018-DEH1","StGEnG",30,"StartGrainFill","EndGrainFill"
"2018-GAH1","StGEnG",25,"StartGrainFill","EndGrainFill"
"2018-GAH2","StGEnG",27,"StartGrainFill","EndGrainFill"
"2018-IAH2","StGEnG",38,"StartGrainFill","EndGrainFill"
"2018-IAH4","StGEnG",36,"StartGrainFill","EndGrainFill"
"2018-ILH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2018-INH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2018-MIH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2018-MNH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2018-MOH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2018-NCH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2018-NYH1","StGEnG",33,"StartGrainFill","EndGrainFill"
"2018-NYH2","StGEnG",35,"StartGrainFill","EndGrainFill"
"2018-NYH3","StGEnG",41,"StartGrainFill","EndGrainFill"
"2018-OHH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2018-SCH1","StGEnG",28,"StartGrainFill","EndGrainFill"
"2018-TXH1-Dry","StGEnG",27,"StartGrainFill","EndGrainFill"
"2018-TXH1-Early","StGEnG",27,"StartGrainFill","EndGrainFill"
"2018-TXH1-Late","StGEnG",27,"StartGrainFill","EndGrainFill"
"2018-TXH2","StGEnG",30,"StartGrainFill","EndGrainFill"
"2018-WIH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2018-WIH2","StGEnG",36,"StartGrainFill","EndGrainFill"
"2019-DEH1","StGEnG",25,"StartGrainFill","EndGrainFill"
"2019-GAH1","StGEnG",25,"StartGrainFill","EndGrainFill"
"2019-GAH2","StGEnG",28,"StartGrainFill","EndGrainFill"
"2019-IAH4","StGEnG",38,"StartGrainFill","EndGrainFill"
"2019-ILH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2019-INH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2019-MIH1","StGEnG",39,"StartGrainFill","EndGrainFill"
"2019-MNH1","StGEnG",49,"StartGrainFill","EndGrainFill"
"2019-MOH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2019-NCH1","StGEnG",28,"StartGrainFill","EndGrainFill"
"2019-NEH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2019-NEH2","StGEnG",36,"StartGrainFill","EndGrainFill"
"2019-NEH2L","StGEnG",35,"StartGrainFill","EndGrainFill"
"2019-NYH1","StGEnG",43,"StartGrainFill","EndGrainFill"
"2019-NYH2","StGEnG",42,"StartGrainFill","EndGrainFill"
"2019-NYH3","StGEnG",47,"StartGrainFill","EndGrainFill"
"2019-OHH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2019-SCH1","StGEnG",27,"StartGrainFill","EndGrainFill"
"2019-TXH1","StGEnG",28,"StartGrainFill","EndGrainFill"
"2019-TXH2","StGEnG",28,"StartGrainFill","EndGrainFill"
"2019-TXH3","StGEnG",28,"StartGrainFill","EndGrainFill"
"2019-WIH1","StGEnG",40,"StartGrainFill","EndGrainFill"
"2019-WIH2","StGEnG",44,"StartGrainFill","EndGrainFill"
"2020-DEH1","StGEnG",27,"StartGrainFill","EndGrainFill"
"2020-GAH1","StGEnG",26,"StartGrainFill","EndGrainFill"
"2020-GAH2","StGEnG",27,"StartGrainFill","EndGrainFill"
"2020-INH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2020-MIH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2020-MNH1","StGEnG",35,"StartGrainFill","EndGrainFill"
"2020-MOH1","StGEnG",33,"StartGrainFill","EndGrainFill"
"2020-NEH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2020-NEH2","StGEnG",37,"StartGrainFill","EndGrainFill"
"2020-NEH3","StGEnG",36,"StartGrainFill","EndGrainFill"
"2020-NYH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2020-NYH2","StGEnG",34,"StartGrainFill","EndGrainFill"
"2020-NYH3","StGEnG",35,"StartGrainFill","EndGrainFill"
"2020-OHH1","StGEnG",31,"StartGrainFill","EndGrainFill"
"2020-SCH1","StGEnG",25,"StartGrainFill","EndGrainFill"
"2020-TXH1","StGEnG",30,"StartGrainFill","EndGrainFill"
"2020-TXH2","StGEnG",30,"StartGrainFill","EndGrainFill"
"2020-TXH3","StGEnG",27,"StartGrainFill","EndGrainFill"
"2020-WIH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2020-WIH2","StGEnG",38,"StartGrainFill","EndGrainFill"
"2020-WIH3","StGEnG",37,"StartGrainFill","EndGrainFill"
"2021-COH1","StGEnG",37,"StartGrainFill","EndGrainFill"
"2021-DEH1","StGEnG",30,"StartGrainFill","EndGrainFill"
"2021-GAH1","StGEnG",24,"StartGrainFill","EndGrainFill"
"2021-GAH2","StGEnG",28,"StartGrainFill","EndGrainFill"
"2021-IAH4","StGEnG",33,"StartGrainFill","EndGrainFill"
"2021-ILH1","StGEnG",33,"StartGrainFill","EndGrainFill"
"2021-INH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2021-MIH1","StGEnG",34,"StartGrainFill","EndGrainFill"
"2021-MNH1","StGEnG",36,"StartGrainFill","EndGrainFill"
"2021-NEH1","StGEnG",29,"StartGrainFill","EndGrainFill"
"2021-NEH2","StGEnG",34,"StartGrainFill","EndGrainFill"
"2021-NEH3","StGEnG",30,"StartGrainFill","EndGrainFill"
"2021-NYH1","StGEnG",37,"StartGrainFill","EndGrainFill"
